source_region,source_sector,destination_country,destination_value,destination_share,model_total,residual_to_model_total,indicator,source_sector_value,unit
SE,Other business services (74),SE,16689.433252155042,0.3835535422342037,43512.65576883714,0.0,economic_importance,43512.65576886488,M.EUR
SE,Other business services (74),US,2875.8124372576494,0.0660914022930599,43512.65576883714,0.0,economic_importance,43512.65576886488,M.EUR
SE,Other business services (74),FR,2103.5228814496895,0.048342783134744646,43512.65576883714,0.0,economic_importance,43512.65576886488,M.EUR
SE,Other business services (74),CN,1898.2871596971129,0.043626092826460544,43512.65576883714,0.0,economic_importance,43512.65576886488,M.EUR
SE,Other business services (74),DE,1693.562715257867,0.03892115260109592,43512.65576883714,0.0,economic_importance,43512.65576886488,M.EUR
SE,Other business services (74),CH,1268.2812639409349,0.02914741105849144,43512.65576883714,0.0,economic_importance,43512.65576886488,M.EUR
SE,Other business services (74),GB,1236.6614517736139,0.028420730243252243,43512.65576883714,0.0,economic_importance,43512.65576886488,M.EUR
SE,Other business services (74),DK,1204.8360231348374,0.027689323987383826,43512.65576883714,0.0,economic_importance,43512.65576886488,M.EUR
SE,Other business services (74),WA,1152.8647275102137,0.026494929053166905,43512.65576883714,0.0,economic_importance,43512.65576886488,M.EUR
SE,Other business services (74),NO,1010.6657776603103,0.023226938457388484,43512.65576883714,0.0,economic_importance,43512.65576886488,M.EUR
SE,Other business services (74),OTHER,12378.728078999873,0.28448569411075253,43512.65576883714,0.0,economic_importance,43512.65576886488,M.EUR
SE,Other land transportation services,SE,22293.0212784405,0.5344229394107974,41714.19232680882,0.0,economic_importance,41714.192326816905,M.EUR
SE,Other land transportation services,US,1707.5908337414464,0.04093548834323263,41714.19232680882,0.0,economic_importance,41714.192326816905,M.EUR
SE,Other land transportation services,DE,1598.7756416118389,0.03832689913030726,41714.19232680882,0.0,economic_importance,41714.192326816905,M.EUR
SE,Other land transportation services,CN,1474.0072564218685,0.03533586950153067,41714.19232680882,0.0,economic_importance,41714.192326816905,M.EUR
SE,Other land transportation services,GB,1318.1600512151772,0.03159979799891808,41714.19232680882,0.0,economic_importance,41714.192326816905,M.EUR
SE,Other land transportation services,FR,1180.7229832334715,0.02830506639042957,41714.19232680882,0.0,economic_importance,41714.192326816905,M.EUR
SE,Other land transportation services,DK,1031.17819813622,0.024720080639641293,41714.19232680882,0.0,economic_importance,41714.192326816905,M.EUR
SE,Other land transportation services,NO,1007.2074828043724,0.02414543891712993,41714.19232680882,0.0,economic_importance,41714.192326816905,M.EUR
SE,Other land transportation services,NL,1003.9067144081936,0.024066310730484985,41714.19232680882,0.0,economic_importance,41714.192326816905,M.EUR
SE,Other land transportation services,WM,928.7183675028086,0.022263846324214725,41714.19232680882,0.0,economic_importance,41714.192326816905,M.EUR
SE,Other land transportation services,OTHER,8170.903519292922,0.19587826261331343,41714.19232680882,0.0,economic_importance,41714.192326816905,M.EUR
SE,Health and social work services (85),SE,40766.78747518956,0.9811560692208,41549.748051362636,0.0,economic_importance,41549.74805136299,M.EUR
SE,Health and social work services (85),WL,91.50338963352696,0.002202260998560401,41549.748051362636,0.0,economic_importance,41549.74805136299,M.EUR
SE,Health and social work services (85),GB,58.462942135560844,0.0014070588842871102,41549.748051362636,0.0,economic_importance,41549.74805136299,M.EUR
SE,Health and social work services (85),US,52.477163433353425,0.0012629959480977507,41549.748051362636,0.0,economic_importance,41549.74805136299,M.EUR
SE,Health and social work services (85),WF,49.88601295748599,0.001200633344294129,41549.748051362636,0.0,economic_importance,41549.74805136299,M.EUR
SE,Health and social work services (85),CN,43.08412034763706,0.001036928558372428,41549.748051362636,0.0,economic_importance,41549.74805136299,M.EUR
SE,Health and social work services (85),WM,38.34755088646822,0.0009229310088490561,41549.748051362636,0.0,economic_importance,41549.74805136299,M.EUR
SE,Health and social work services (85),DE,36.80150678778637,0.0008857215389680192,41549.748051362636,0.0,economic_importance,41549.74805136299,M.EUR
SE,Health and social work services (85),DK,31.640137078762564,0.0007615000947695257,41549.748051362636,0.0,economic_importance,41549.74805136299,M.EUR
SE,Health and social work services (85),FR,29.132223423258555,0.0007011407960223036,41549.748051362636,0.0,economic_importance,41549.74805136299,M.EUR
SE,Health and social work services (85),OTHER,351.6255294892326,0.008462759606979155,41549.748051362636,0.0,economic_importance,41549.74805136299,M.EUR
SE,Computer and related services (72),SE,26146.77428944621,0.6740219142337329,38792.172386815306,0.0,economic_importance,38792.17238681001,M.EUR
SE,Computer and related services (72),US,1494.319747215049,0.038521166907449056,38792.172386815306,0.0,economic_importance,38792.17238681001,M.EUR
SE,Computer and related services (72),CN,1077.6999568149013,0.027781376770257656,38792.172386815306,0.0,economic_importance,38792.17238681001,M.EUR
SE,Computer and related services (72),FR,694.1128525551318,0.0178931163131005,38792.172386815306,0.0,economic_importance,38792.17238681001,M.EUR
SE,Computer and related services (72),DE,682.7639624104145,0.017600560123373563,38792.172386815306,0.0,economic_importance,38792.17238681001,M.EUR
SE,Computer and related services (72),TW,544.1069526812203,0.01402620475222861,38792.172386815306,0.0,economic_importance,38792.17238681001,M.EUR
SE,Computer and related services (72),DK,521.6158248879376,0.013446419542753541,38792.172386815306,0.0,economic_importance,38792.17238681001,M.EUR
